District,DMA,Channel,Week,Percent Of State,Dem GRPs,Rep GRPs,Net GRPs,Cost Per Impression,CPPs,Value Per Dollar,Change In State Voteshare,Change In DMA Voteshare,Forecasted Cand Dem GRPs,Forecasted Cand Rep GRPs,Cost,Cumulative,Speculative,Speculative -  Value Per Dollar
WY_class_2,Cheyenne WY-Scottsbluff NE,TV,2020-10-27,18.7%,0,0,0,.142,100,.000,.12%,.62%,0,0,"$50,162.8","$189,447,580.0",1,.000
WY_class_2,Rapid City SD,TV,2020-10-20,8.7%,0,0,0,.655,193,.000,.06%,.67%,0,0,"$96,341.6","$189,543,920.0",1,.000
WY_class_2,Rapid City SD,TV,2020-10-27,8.7%,0,0,0,.655,193,.000,.05%,.62%,0,0,"$96,341.6","$189,640,260.0",1,.000
WY_class_2,Casper-Riverton WY,TV,2020-10-20,24.4%,0,0,0,.099,89,.000,.16%,.67%,0,0,"$44,374.7","$189,684,620.0",1,.000
WY_class_2,Casper-Riverton WY,TV,2020-10-27,24.4%,0,0,0,.099,89,.000,.15%,.62%,0,0,"$44,374.7","$189,729,000.0",1,.000
WY_class_2,Salt Lake City UT,TV,2020-10-20,14.5%,0,0,0,4.084,2071,.000,.10%,.67%,0,0,"$1,035,558.8","$190,764,540.0",1,.000
WY_class_2,Salt Lake City UT,TV,2020-10-27,14.5%,0,0,0,4.084,2071,.000,.09%,.62%,0,0,"$1,035,558.8","$191,800,100.0",1,.000
MT_class_2,Rapid City SD,Digital,2020-10-20,.1%,0,0,0,.025,0,15.013,.00%,.30%,2000,2000,$126.4,,0,14.782
MT_class_2,Spokane WA,Digital,2020-10-20,2.0%,0,0,0,.025,4,12.860,.01%,.30%,2000,2000,"$2,015.9",,0,12.718
MT_class_2,Minot-Bismarck-Dickinson ND,Digital,2020-10-20,2.7%,0,0,0,.025,6,12.250,.01%,.30%,2000,2000,"$2,875.1",,0,12.018
IA_class_2,Sioux Falls (Mitchell) SD,Digital,2020-10-20,.6%,0,0,0,.025,4,11.349,.00%,.36%,2000,1999,"$1,909.0",,0,10.393
MT_class_2,Glendive MT,Digital,2020-10-20,1.0%,0,0,0,.025,2,9.980,.00%,.27%,2000,2000,"$1,020.0",,0,9.708
IA_class_2,Sioux Falls (Mitchell) SD,Digital,2020-10-27,.6%,0,0,0,.025,4,9.515,.00%,.30%,2000,2000,"$1,909.0",,0,8.700
MT_class_2,Rapid City SD,Digital,2020-10-27,.1%,0,0,0,.025,0,6.966,.00%,.14%,2000,2000,$126.4,,0,6.872
ME_class_2,Presque Isle ME,Digital,2020-10-20,4.6%,0,0,0,.025,15,6.495,.01%,.17%,332.85956,0,"$7,631.4",,1,6.552
MT_class_2,Spokane WA,Digital,2020-10-27,2.0%,0,0,0,.025,4,5.970,.00%,.14%,2000,2000,"$2,015.9",,0,5.901
MT_class_2,Minot-Bismarck-Dickinson ND,Digital,2020-10-27,2.7%,0,0,0,.025,6,5.656,.00%,.14%,2000,2000,"$2,875.1",,0,5.534
MT_class_2,Glendive MT,Digital,2020-10-27,1.0%,0,0,0,.025,2,5.501,.00%,.13%,2000,2000,"$1,020.0",,0,5.357
ME_class_2,Presque Isle ME,Digital,2020-10-27,4.6%,0,0,0,.025,15,5.299,.01%,.14%,0,0,"$7,631.4",,1,5.345
MT_class_2,Butte-Bozeman MT,Digital,2020-10-20,18.9%,0,0,0,.025,40,2.765,.01%,.08%,2000,1999,"$20,002.3",,0,2.693
MT_class_2,Great Falls MT,Digital,2020-10-20,14.4%,0,0,0,.025,30,2.763,.01%,.08%,2000,2000,"$15,224.4",,0,2.691
AK_class_2,Juneau AK,Digital,2020-10-20,9.0%,0,0,0,.025,11,2.028,.03%,.34%,0,1299,"$5,428.9",,0,2.046
AK_class_2,Juneau AK,Digital,2020-10-27,9.0%,0,0,0,.025,11,1.850,.03%,.33%,0,0,"$5,428.9",,1,1.866
KY_class_2,Evansville IN,Digital,2020-10-20,6.7%,0,0,0,.025,65,1.558,.03%,.48%,0,0,"$32,640.9",,1,1.431
KY_class_2,Evansville IN,Digital,2020-10-27,6.7%,0,0,0,.025,65,1.557,.04%,.53%,0,0,"$32,640.9",,1,1.430
KY_class_2,Paducah KY-Cape Girardeau MO-Harrisburg IL,Digital,2020-10-27,5.6%,0,0,0,.025,56,1.519,.03%,.50%,0,0,"$28,153.4",,1,1.395
KY_class_2,Charleston-Huntington WV,Digital,2020-10-27,6.2%,0,0,0,.025,66,1.450,.03%,.56%,0,0,"$32,932.9",,1,1.332
KY_class_2,Charleston-Huntington WV,Digital,2020-10-20,6.2%,0,0,0,.025,66,1.418,.03%,.51%,0,0,"$32,932.9",,1,1.302
KY_class_2,Paducah KY-Cape Girardeau MO-Harrisburg IL,Digital,2020-10-20,5.6%,0,0,0,.025,56,1.413,.03%,.51%,0,0,"$28,153.4",,1,1.298
KS_class_2,Joplin MO-Pittsburg KS,Digital,2020-10-20,4.7%,0,0,0,.025,29,1.368,.02%,.37%,976.78235,1829,"$14,501.8",,0,1.280
MT_class_2,Great Falls MT,Digital,2020-10-27,14.4%,0,0,0,.025,30,1.280,.01%,.04%,1999.2346,2000,"$15,224.4",,0,1.246
MT_class_2,Butte-Bozeman MT,Digital,2020-10-27,18.9%,0,0,0,.025,40,1.280,.01%,.04%,1999.7976,2000,"$20,002.3",,0,1.246
KS_class_2,Joplin MO-Pittsburg KS,Digital,2020-10-27,4.7%,0,0,0,.025,29,1.366,.02%,.41%,0,804,"$14,501.8",,0,1.201
KS_class_2,St. Joseph MO,Digital,2020-10-20,.3%,0,0,0,.025,2,1.387,.00%,.37%,2000,2000,$756.9,,0,1.179
KY_class_2,Tri-Cities TN-VA,Digital,2020-10-27,.7%,0,0,0,.025,7,1.454,.00%,.49%,1485.4586,1863,"$3,649.4",,0,1.083
KS_class_2,Tulsa OK,Digital,2020-10-20,1.1%,0,0,0,.025,7,1.264,.00%,.37%,2000,2000,"$3,628.4",,0,1.072
KS_class_2,Lincoln & Hastings-Kearney NE,Digital,2020-10-20,.2%,0,0,0,.025,1,1.255,.00%,.37%,2000,1999,$627.1,,0,1.064
KY_class_2,Tri-Cities TN-VA,Digital,2020-10-20,.7%,0,0,0,.025,7,1.443,.00%,.48%,1027.0715,1363,"$3,649.4",,0,1.041
KS_class_2,St. Joseph MO,Digital,2020-10-27,.3%,0,0,0,.025,2,1.197,.00%,.32%,2000,2000,$756.9,,0,1.014
GA_class_2,Chattanooga TN,Digital,2020-10-20,2.4%,0,0,0,.025,58,1.061,.01%,.36%,754.3904,1530,"$28,987.1",,0,1.009
GA_class_2,Chattanooga TN,Digital,2020-10-27,2.4%,0,0,0,.025,58,1.025,.01%,.35%,0,563,"$28,987.1",,0,.975
GA_class_2,Albany GA,Digital,2020-10-20,3.6%,0,0,0,.025,83,1.018,.01%,.33%,0,0,"$41,737.8",,1,.969
GA_class_2,Dothan AL,Digital,2020-10-20,.1%,0,0,0,.025,2,1.084,.00%,.36%,2000,2000,"$1,190.1",,0,.936
GA_class_2,Greenville-Spartanburg SC-Asheville NC-Anderson SC,Digital,2020-10-20,.9%,0,0,0,.025,20,1.073,.00%,.36%,1552.9865,1999,"$10,060.8",,0,.928
KS_class_2,Tulsa OK,Digital,2020-10-27,1.1%,0,0,0,.025,7,1.101,.00%,.33%,1999.5387,1721,"$3,628.4",,0,.925
KS_class_2,Lincoln & Hastings-Kearney NE,Digital,2020-10-27,.2%,0,0,0,.025,1,1.089,.00%,.33%,1998.913,1700,$627.1,,0,.917
GA_class_2,Augusta GA,Digital,2020-10-20,4.5%,0,0,0,.025,104,.948,.01%,.33%,0,0,"$51,825.3",,1,.902
GA_class_2,Tallahassee FL-Thomasville GA,Digital,2020-10-20,2.3%,0,0,0,.025,55,1.020,.01%,.36%,1735.014,2000,"$27,425.0",,0,.882
GA_class_2,Jacksonville FL,Digital,2020-10-20,2.0%,0,0,0,.025,48,1.019,.01%,.36%,1927.9944,1999,"$23,972.1",,0,.881
GA_class_2,Greenville-Spartanburg SC-Asheville NC-Anderson SC,Digital,2020-10-27,.9%,0,0,0,.025,20,1.009,.00%,.30%,1392.2322,1929,"$10,060.8",,0,.860
GA_class_2,Tallahassee FL-Thomasville GA,Digital,2020-10-27,2.3%,0,0,0,.025,55,.974,.01%,.31%,903.94617,1691,"$27,425.0",,0,.827
GA_class_2,Jacksonville FL,Digital,2020-10-27,2.0%,0,0,0,.025,48,.973,.01%,.31%,1129.3331,1691,"$23,972.1",,0,.826
KS_class_2,Kansas City MO,Digital,2020-10-20,38.5%,0,0,0,.025,217,.848,.08%,.20%,0,0,"$108,360.8",,1,.794
GA_class_2,Augusta GA,Digital,2020-10-27,4.5%,0,0,0,.025,104,.832,.01%,.26%,0,0,"$51,825.3",,1,.792
GA_class_2,Dothan AL,Digital,2020-10-27,.1%,0,0,0,.025,2,.895,.00%,.30%,2000,1998,"$1,190.1",,0,.770
GA_class_2,Savannah GA,Digital,2020-10-20,6.4%,0,0,0,.025,151,.809,.02%,.32%,0,0,"$75,498.0",,1,.770
GA_class_2,Albany GA,Digital,2020-10-27,3.6%,0,0,0,.025,83,.798,.01%,.27%,0,0,"$41,737.8",,1,.759
ME_class_2,Bangor ME,Digital,2020-10-27,24.8%,0,0,0,.025,79,.747,.00%,.02%,0,0,"$39,295.4",,1,.754
KS_class_2,Kansas City MO,Digital,2020-10-27,38.5%,0,0,0,.025,217,.800,.08%,.21%,0,0,"$108,360.8",,1,.749
ME_class_2,Portland-Auburn ME,Digital,2020-10-20,70.6%,0,0,0,.025,220,.733,.01%,.02%,75.02663,0,"$109,796.0",,1,.740
MI_class_2,Toledo OH,Digital,2020-10-20,1.0%,0,0,0,.025,23,.732,.00%,.36%,1999.3428,2000,"$11,335.1",,0,.740
ME_class_2,Bangor ME,Digital,2020-10-20,24.8%,0,0,0,.025,79,.723,.00%,.02%,152.04312,0,"$39,295.4",,1,.730
MI_class_2,Alpena MI,Digital,2020-10-20,.4%,0,0,0,.025,10,.719,.00%,.36%,1795.7542,2000,"$5,047.0",,0,.727
MI_class_2,Marquette MI,Digital,2020-10-20,2.2%,0,0,0,.025,49,.640,.01%,.33%,0,0,"$24,697.0",,1,.712
MI_class_2,Green Bay-Appleton WI,Digital,2020-10-20,.2%,0,0,0,.025,6,.702,.00%,.36%,2000,2000,"$2,832.0",,0,.707
MI_class_2,Duluth MN-Superior WI,Digital,2020-10-20,.2%,0,0,0,.025,4,.681,.00%,.36%,2000,1999,"$2,042.6",,0,.686
MI_class_2,Marquette MI,Digital,2020-10-27,2.2%,0,0,0,.025,49,.607,.01%,.30%,0,0,"$24,697.0",,1,.676
GA_class_2,Savannah GA,Digital,2020-10-27,6.4%,0,0,0,.025,151,.706,.02%,.26%,0,0,"$75,498.0",,1,.672
MI_class_2,Alpena MI,Digital,2020-10-27,.4%,0,0,0,.025,10,.662,.00%,.29%,1140.8098,1967,"$5,047.0",,0,.661
KY_class_2,Knoxville TN,Digital,2020-10-27,1.4%,0,0,0,.025,16,.710,.00%,.27%,1997.3123,1658,"$7,798.6",,0,.652
MI_class_2,South Bend-Elkhart IN,Digital,2020-10-20,2.1%,0,0,0,.025,53,.637,.01%,.36%,1952.0321,1999,"$26,542.1",,0,.648
KY_class_2,Knoxville TN,Digital,2020-10-20,1.4%,0,0,0,.025,16,.687,.00%,.27%,1667.5188,1205,"$7,798.6",,0,.626
ME_class_2,Portland-Auburn ME,Digital,2020-10-27,70.6%,0,0,0,.025,220,.602,.01%,.02%,0,0,"$109,796.0",,1,.607
MI_class_2,Toledo OH,Digital,2020-10-27,1.0%,0,0,0,.025,23,.599,.00%,.29%,2000,1997,"$11,335.1",,0,.605
MI_class_2,South Bend-Elkhart IN,Digital,2020-10-27,2.1%,0,0,0,.025,53,.610,.01%,.32%,1379.2043,1472,"$26,542.1",,0,.603
NC_class_2,Atlanta GA,Digital,2020-10-20,.1%,0,0,0,.025,3,.544,.00%,.34%,2000,1999,"$1,471.9",,0,.593
MT_class_2,Helena MT,Digital,2020-10-20,7.7%,0,0,0,.025,16,.606,.00%,.02%,2000,2000,"$7,786.6",,0,.589
KY_class_2,Nashville TN,Digital,2020-10-27,4.0%,0,0,0,.025,43,.749,.01%,.26%,1999.0968,1893,"$21,681.6",,0,.581
IA_class_2,Quincy IL-Hannibal MO-Keokuk IA,Digital,2020-10-20,1.0%,0,0,0,.025,7,.574,.00%,.02%,1997.5305,0,"$3,661.0",,1,.579
IA_class_2,Quincy IL-Hannibal MO-Keokuk IA,Digital,2020-10-27,1.0%,0,0,0,.025,7,.574,.00%,.02%,715.187,0,"$3,661.0",,1,.579
AK_class_2,Fairbanks AK,Digital,2020-10-20,15.7%,0,0,0,.025,21,.571,.02%,.14%,0,0,"$10,635.6",,1,.576
NC_class_2,Norfolk-Portsmouth-Newport News VA,Digital,2020-10-20,1.8%,0,0,0,.025,42,.531,.01%,.34%,2000,1999,"$20,917.5",,0,.575
MI_class_2,Green Bay-Appleton WI,Digital,2020-10-27,.2%,0,0,0,.025,6,.575,.00%,.30%,2000,1934,"$2,832.0",,0,.575
MT_class_2,Billings MT,Digital,2020-10-20,22.2%,0,0,0,.025,46,.584,.00%,.02%,2000,2000,"$23,215.3",,0,.568
MI_class_2,Duluth MN-Superior WI,Digital,2020-10-27,.2%,0,0,0,.025,4,.563,.00%,.30%,1999.9088,1807,"$2,042.6",,0,.562
NC_class_2,Chattanooga TN,Digital,2020-10-20,.3%,0,0,0,.025,7,.515,.00%,.34%,2000,1998,"$3,579.5",,0,.560
IA_class_2,Rochester MN-Mason City IA-Austin MN,Digital,2020-10-20,3.5%,0,0,0,.025,23,.554,.00%,.02%,1999.4651,338,"$11,743.9",,0,.559
MT_class_2,Missoula MT,Digital,2020-10-20,31.1%,0,0,0,.025,67,.573,.01%,.02%,2000,2000,"$33,264.6",,0,.557
IA_class_2,Ottumwa IA-Kirksville MO,Digital,2020-10-20,2.0%,0,0,0,.025,14,.540,.00%,.02%,1998.3112,1998,"$6,859.9",,0,.545
KY_class_2,Cincinnati OH,Digital,2020-10-27,10.8%,0,0,0,.025,112,.591,.03%,.24%,0,0,"$55,811.0",,1,.542
GA_class_2,Columbus GA,Digital,2020-10-20,2.8%,0,0,0,.025,64,.567,.01%,.22%,0,0,"$31,871.3",,1,.539
KY_class_2,Cincinnati OH,Digital,2020-10-20,10.8%,0,0,0,.025,112,.579,.02%,.22%,0,0,"$55,811.0",,1,.532
IA_class_2,Ottumwa IA-Kirksville MO,Digital,2020-10-27,2.0%,0,0,0,.025,14,.525,.00%,.02%,811.02856,895,"$6,859.9",,0,.530
KY_class_2,Nashville TN,Digital,2020-10-20,4.0%,0,0,0,.025,43,.690,.01%,.26%,1873.7329,1430,"$21,681.6",,0,.526
IA_class_2,Des Moines-Ames IA,Digital,2020-10-20,37.6%,0,0,0,.025,242,.519,.01%,.02%,1999.7253,0,"$121,027.8",,1,.524
IA_class_2,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,Digital,2020-10-20,29.4%,0,0,0,.025,191,.515,.01%,.02%,1999.1803,0,"$95,336.4",,1,.519
AK_class_2,Fairbanks AK,Digital,2020-10-27,15.7%,0,0,0,.025,21,.513,.02%,.12%,0,0,"$10,635.6",,1,.518
NC_class_2,Myrtle Beach-Florence SC,Digital,2020-10-20,1.3%,0,0,0,.025,32,.479,.00%,.34%,2000,1884,"$15,909.4",,0,.514
IA_class_2,Omaha NE,Digital,2020-10-20,6.0%,0,0,0,.025,42,.503,.00%,.02%,1998.0521,0,"$21,099.5",,1,.507
IA_class_2,Sioux City IA,Digital,2020-10-20,8.7%,0,0,0,.025,59,.491,.00%,.02%,1998.9495,0,"$29,746.1",,1,.496
IA_class_2,Davenport IA-Rock Island-Moline IL,Digital,2020-10-20,11.1%,0,0,0,.025,76,.485,.00%,.02%,1998.4543,0,"$38,246.8",,1,.490
IA_class_2,Rochester MN-Mason City IA-Austin MN,Digital,2020-10-27,3.5%,0,0,0,.025,23,.477,.00%,.02%,1996.7443,0,"$11,743.9",,1,.486
GA_class_2,Columbus GA,Digital,2020-10-27,2.8%,0,0,0,.025,64,.499,.01%,.19%,0,0,"$31,871.3",,1,.475
NC_class_2,Atlanta GA,Digital,2020-10-27,.1%,0,0,0,.025,3,.446,.00%,.29%,2000,1525,"$1,471.9",,0,.470
NC_class_2,Norfolk-Portsmouth-Newport News VA,Digital,2020-10-27,1.8%,0,0,0,.025,42,.439,.01%,.30%,2000,1435,"$20,917.5",,0,.454
IA_class_2,Omaha NE,Digital,2020-10-27,6.0%,0,0,0,.025,42,.443,.00%,.02%,104.30424,0,"$21,099.5",,1,.447
NC_class_2,Chattanooga TN,Digital,2020-10-27,.3%,0,0,0,.025,7,.430,.00%,.30%,2000,1330,"$3,579.5",,0,.442
IA_class_2,Des Moines-Ames IA,Digital,2020-10-27,37.6%,0,0,0,.025,242,.435,.01%,.02%,0,0,"$121,027.8",,1,.439
IA_class_2,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,Digital,2020-10-27,29.4%,0,0,0,.025,191,.431,.00%,.02%,0,0,"$95,336.4",,1,.435
IA_class_2,Sioux City IA,Digital,2020-10-27,8.7%,0,0,0,.025,59,.412,.00%,.02%,0,0,"$29,746.1",,1,.416
IA_class_2,Davenport IA-Rock Island-Moline IL,Digital,2020-10-27,11.1%,0,0,0,.025,76,.407,.00%,.02%,0,0,"$38,246.8",,1,.410
NC_class_2,Myrtle Beach-Florence SC,Digital,2020-10-27,1.3%,0,0,0,.025,32,.411,.00%,.32%,2000,1110,"$15,909.4",,0,.408
MI_class_2,Flint-Saginaw-Bay City MI,Digital,2020-10-27,11.4%,0,0,0,.025,268,.328,.02%,.17%,0,0,"$134,156.8",,1,.365
MI_class_2,Detroit MI,Digital,2020-10-27,49.0%,0,0,0,.025,1131,.323,.08%,.17%,0,0,"$565,680.4",,1,.361
MI_class_2,Flint-Saginaw-Bay City MI,Digital,2020-10-20,11.4%,0,0,0,.025,268,.317,.02%,.18%,0,0,"$134,156.8",,1,.353
MI_class_2,Detroit MI,Digital,2020-10-20,49.0%,0,0,0,.025,1131,.315,.09%,.18%,0,0,"$565,680.4",,1,.351
MI_class_2,Lansing MI,Digital,2020-10-20,6.6%,0,0,0,.025,150,.234,.01%,.13%,0,0,"$74,915.8",,1,.347
MI_class_2,Lansing MI,Digital,2020-10-27,6.6%,0,0,0,.025,150,.268,.01%,.15%,0,0,"$74,915.8",,1,.347
KS_class_2,Topeka KS,Digital,2020-10-20,15.5%,0,0,0,.025,90,.356,.02%,.10%,0,0,"$44,964.6",,1,.333
KS_class_2,Topeka KS,Digital,2020-10-27,15.5%,0,0,0,.025,90,.327,.01%,.09%,0,0,"$44,964.6",,1,.306
SC_class_2,Savannah GA,Digital,2020-10-20,5.0%,0,0,0,.025,54,.298,.00%,.02%,1999.8352,2000,"$27,026.8",,0,.290
MT_class_2,Helena MT,Digital,2020-10-27,7.7%,0,0,0,.025,16,.281,.00%,.01%,2000,2000,"$7,786.6",,0,.272
MT_class_2,Billings MT,Digital,2020-10-27,22.2%,0,0,0,.025,46,.271,.00%,.01%,1999.4957,1999,"$23,215.3",,0,.264
SC_class_2,Charlotte NC,Digital,2020-10-20,8.9%,0,0,0,.025,97,.293,.00%,.02%,1999.832,2000,"$48,519.4",,0,.263
SC_class_2,Augusta GA,Digital,2020-10-20,5.1%,0,0,0,.025,57,.268,.00%,.02%,1997.8982,1975,"$28,267.6",,0,.261
SC_class_2,Savannah GA,Digital,2020-10-27,5.0%,0,0,0,.025,54,.266,.00%,.02%,1999.9515,2000,"$27,026.8",,0,.259
MT_class_2,Missoula MT,Digital,2020-10-27,31.1%,0,0,0,.025,67,.266,.00%,.01%,2000,2000,"$33,264.6",,0,.259
SC_class_2,Charlotte NC,Digital,2020-10-27,8.9%,0,0,0,.025,97,.286,.00%,.02%,1999.2485,2000,"$48,519.4",,0,.257
SC_class_2,Augusta GA,Digital,2020-10-27,5.1%,0,0,0,.025,57,.260,.00%,.02%,1999.1066,1423,"$28,267.6",,0,.253
SC_class_2,Columbia SC,Digital,2020-10-20,22.0%,0,0,0,.025,240,.254,.00%,.02%,1998.873,0,"$120,045.8",,1,.247
SC_class_2,Columbia SC,Digital,2020-10-27,22.0%,0,0,0,.025,240,.252,.00%,.02%,1999.4612,0,"$120,045.8",,1,.244
GA_class_2,Macon GA,Digital,2020-10-20,6.3%,0,0,0,.025,136,.256,.01%,.09%,0,0,"$68,016.1",,1,.244
SC_class_2,Charleston SC,Digital,2020-10-20,18.6%,0,0,0,.025,206,.251,.00%,.02%,1998.8082,0,"$102,800.3",,1,.244
CO_class_2,Albuquerque-Santa Fe NM,Digital,2020-10-20,1.6%,0,0,0,.025,20,.231,.00%,.30%,2000,2000,"$9,753.4",,0,.242
SC_class_2,Charleston SC,Digital,2020-10-27,18.6%,0,0,0,.025,206,.249,.00%,.02%,1995.4387,0,"$102,800.3",,1,.241
SC_class_2,Greenville-Spartanburg SC-Asheville NC-Anderson SC,Digital,2020-10-20,28.0%,0,0,0,.025,315,.247,.01%,.02%,1998.3376,0,"$157,341.1",,1,.240
SC_class_2,Greenville-Spartanburg SC-Asheville NC-Anderson SC,Digital,2020-10-27,28.0%,0,0,0,.025,315,.246,.01%,.02%,1999.6183,0,"$157,341.1",,1,.239
SC_class_2,Myrtle Beach-Florence SC,Digital,2020-10-20,12.5%,0,0,0,.025,150,.235,.00%,.02%,1995.4579,479,"$75,049.9",,0,.228
AZ_class_2,Albuquerque-Santa Fe NM,Digital,2020-10-20,.8%,0,0,0,.025,10,.210,.00%,.33%,2000,2000,"$5,225.3",,0,.227
SC_class_2,Myrtle Beach-Florence SC,Digital,2020-10-27,12.5%,0,0,0,.025,150,.233,.00%,.02%,1993.5974,1357,"$75,049.9",,0,.226
CO_class_2,Grand Junction-Montrose CO,Digital,2020-10-20,3.5%,0,0,0,.025,43,.205,.01%,.28%,2000,2000,"$21,361.0",,0,.211
GA_class_2,Macon GA,Digital,2020-10-27,6.3%,0,0,0,.025,136,.216,.00%,.08%,0,0,"$68,016.1",,1,.205
CO_class_2,Colorado Springs-Pueblo CO,Digital,2020-10-20,17.0%,0,0,0,.025,214,.178,.05%,.26%,0,0,"$106,841.0",,1,.184
AZ_class_2,Yuma AZ-El Centro CA,Digital,2020-10-20,2.2%,0,0,0,.025,36,.154,.01%,.33%,2000,2000,"$17,947.4",,0,.160
NC_class_2,Greenville-Spartanburg SC-Asheville NC-Anderson SC,Digital,2020-10-20,8.0%,0,0,0,.025,175,.148,.01%,.10%,0,0,"$87,418.6",,1,.157
CO_class_2,Grand Junction-Montrose CO,Digital,2020-10-27,3.5%,0,0,0,.025,43,.147,.01%,.20%,0,67,"$21,361.0",,1,.151
AZ_class_2,Albuquerque-Santa Fe NM,Digital,2020-10-27,.8%,0,0,0,.025,10,.134,.00%,.21%,1999.7655,2000,"$5,225.3",,0,.145
CO_class_2,Colorado Springs-Pueblo CO,Digital,2020-10-27,17.0%,0,0,0,.025,214,.130,.03%,.20%,0,0,"$106,841.0",,1,.135
NC_class_2,Greenville-New Bern-Washington NC,Digital,2020-10-20,7.3%,0,0,0,.025,169,.123,.01%,.09%,0,0,"$84,528.5",,1,.131
GA_class_3,Dothan AL,Digital,2020-10-20,.1%,0,0,0,.025,2,.117,.00%,.63%,0,0,"$1,190.1",,1,.127
NC_class_2,Greenville-Spartanburg SC-Asheville NC-Anderson SC,Digital,2020-10-27,8.0%,0,0,0,.025,175,.119,.01%,.08%,0,0,"$87,418.6",,1,.127
GA_class_3,Tallahassee FL-Thomasville GA,Digital,2020-10-20,2.3%,0,0,0,.025,55,.112,.01%,.63%,0,0,"$27,425.0",,1,.122
GA_class_3,Greenville-Spartanburg SC-Asheville NC-Anderson SC,Digital,2020-10-20,.9%,0,0,0,.025,20,.118,.01%,.63%,0,0,"$10,060.8",,1,.118
GA_class_3,Jacksonville FL,Digital,2020-10-20,2.0%,0,0,0,.025,48,.112,.01%,.63%,0,0,"$23,972.1",,1,.113
NC_class_2,Greenville-New Bern-Washington NC,Digital,2020-10-27,7.3%,0,0,0,.025,169,.106,.01%,.08%,0,0,"$84,528.5",,1,.113
CO_class_2,Albuquerque-Santa Fe NM,Digital,2020-10-27,1.6%,0,0,0,.025,20,.108,.00%,.14%,1998.9401,1999,"$9,753.4",,0,.113
GA_class_3,Chattanooga TN,Digital,2020-10-20,2.4%,0,0,0,.025,58,.110,.01%,.61%,0,0,"$28,987.1",,1,.110
MN_class_2,Rochester MN-Mason City IA-Austin MN,Digital,2020-10-20,4.7%,0,0,0,.025,51,.043,.03%,.63%,0,0,"$25,328.3",,1,.107
AZ_class_2,Yuma AZ-El Centro CA,Digital,2020-10-27,2.2%,0,0,0,.025,36,.101,.00%,.21%,1513.4645,2000,"$17,947.4",,0,.106
GA_class_3,Macon GA,Digital,2020-10-20,6.3%,0,0,0,.025,136,.105,.03%,.48%,0,0,"$68,016.1",,1,.106
GA_class_3,Greenville-Spartanburg SC-Asheville NC-Anderson SC,Digital,2020-10-27,.9%,0,0,0,.025,20,.097,.00%,.52%,0,0,"$10,060.8",,1,.105
GA_class_3,Dothan AL,Digital,2020-10-27,.1%,0,0,0,.025,2,.097,.00%,.52%,0,0,"$1,190.1",,1,.105
GA_class_3,Atlanta GA,Digital,2020-10-20,68.7%,0,0,0,.025,1497,.104,.32%,.46%,0,0,"$748,371.8",,1,.104
GA_class_3,Augusta GA,Digital,2020-10-20,4.5%,0,0,0,.025,104,.104,.02%,.50%,0,0,"$51,825.3",,1,.104
MN_class_2,Mankato MN,Digital,2020-10-20,2.1%,0,0,0,.025,24,.041,.01%,.63%,0,0,"$11,754.5",,1,.103
GA_class_3,Tallahassee FL-Thomasville GA,Digital,2020-10-27,2.3%,0,0,0,.025,55,.093,.01%,.52%,0,0,"$27,425.0",,1,.100
GA_class_3,Jacksonville FL,Digital,2020-10-27,2.0%,0,0,0,.025,48,.093,.01%,.52%,0,0,"$23,972.1",,1,.100
GA_class_3,Chattanooga TN,Digital,2020-10-27,2.4%,0,0,0,.025,58,.091,.01%,.52%,0,0,"$28,987.1",,1,.098
GA_class_3,Columbus GA,Digital,2020-10-20,2.8%,0,0,0,.025,64,.098,.01%,.50%,0,0,"$31,871.3",,1,.098
GA_class_3,Savannah GA,Digital,2020-10-20,6.4%,0,0,0,.025,151,.092,.03%,.48%,0,0,"$75,498.0",,1,.092
MN_class_2,Rochester MN-Mason City IA-Austin MN,Digital,2020-10-27,4.7%,0,0,0,.025,51,.035,.02%,.51%,0,0,"$25,328.3",,1,.087
AK_class_2,Anchorage AK,Digital,2020-10-20,75.2%,0,0,0,.025,98,.086,.02%,.02%,0,0,"$49,039.5",,1,.086
MN_class_2,Duluth MN-Superior WI,Digital,2020-10-27,5.8%,0,0,0,.025,64,.024,.02%,.36%,0,0,"$31,887.4",,1,.085
GA_class_3,Augusta GA,Digital,2020-10-27,4.5%,0,0,0,.025,104,.085,.02%,.40%,0,0,"$51,825.3",,1,.085
GA_class_3,Macon GA,Digital,2020-10-27,6.3%,0,0,0,.025,136,.084,.03%,.40%,0,0,"$68,016.1",,1,.084
MN_class_2,Mankato MN,Digital,2020-10-27,2.1%,0,0,0,.025,24,.034,.01%,.51%,0,0,"$11,754.5",,1,.084
GA_class_3,Columbus GA,Digital,2020-10-27,2.8%,0,0,0,.025,64,.083,.01%,.43%,0,0,"$31,871.3",,1,.083
GA_class_3,Atlanta GA,Digital,2020-10-27,68.7%,0,0,0,.025,1497,.083,.25%,.36%,0,0,"$748,371.8",,1,.083
MN_class_2,Fargo-Valley City ND,Digital,2020-10-27,4.5%,0,0,0,.025,51,.033,.02%,.51%,0,0,"$25,486.3",,1,.083
